Date,Product,Region,Price,Promo,Inventory,Sales
2022-08-30,P001,East,51.66,0,662,40
2022-08-30,P002,North,54.41,0,968,52
2022-08-30,P003,West,52.72,0,303,45
2022-08-30,P004,East,54.87,0,405,45
2022-08-30,P005,East,56.51,0,545,57
2022-08-30,P006,Central,54.52,0,347,37
2022-08-30,P007,West,59.22,0,851,42
2022-08-30,P008,West,56.94,0,450,57
2022-08-30,P009,East,57.59,0,105,51
2022-08-30,P010,West,57.27,0,508,66
2022-08-31,P001,East,52.92,0,598,48
2022-08-31,P002,Central,50.07,0,602,56
2022-08-31,P003,North,50.46,0,438,57
2022-08-31,P004,West,54.29,0,720,55
2022-08-31,P005,North,54.24,0,253,64
2022-08-31,P006,East,54.48,0,870,49
2022-08-31,P007,South,56.04,0,270,46
2022-08-31,P008,North,49.69,1,589,76
2022-08-31,P009,North,60.72,0,93,57
2022-08-31,P010,South,61.13,0,84,60
2022-09-01,P001,West,52.6,0,436,41
2022-09-01,P002,West,49.8,0,566,41
2022-09-01,P003,East,48.86,1,604,63
2022-09-01,P004,Central,52.35,0,670,44
2022-09-01,P005,West,54.59,0,811,53
2022-09-01,P006,South,58.63,0,640,49
2022-09-01,P007,East,56.6,0,277,58
2022-09-01,P008,East,59.18,0,568,47
2022-09-01,P009,South,61.91,0,795,45
2022-09-01,P010,Central,59.71,0,641,56
2022-09-02,P001,North,49.63,0,428,37
2022-09-02,P002,West,53.61,0,135,41
2022-09-02,P003,North,51.45,0,551,39
2022-09-02,P004,East,53.86,0,790,41
2022-09-02,P005,Central,52.57,0,555,43
2022-09-02,P006,West,53.4,0,755,49
2022-09-02,P007,Central,59.12,0,324,40
2022-09-02,P008,East,56.92,0,717,35
2022-09-02,P009,South,60.23,0,576,35
2022-09-02,P010,North,59.55,0,129,43
2022-09-03,P001,East,48.52,0,582,37
2022-09-03,P002,East,49.99,0,956,35
2022-09-03,P003,East,53.67,0,587,29
2022-09-03,P004,Central,51.35,0,170,40
2022-09-03,P005,East,56.21,0,951,37
2022-09-03,P006,Central,56.36,0,219,34
2022-09-03,P007,South,58.05,0,872,34
2022-09-03,P008,Central,57.84,0,265,36
2022-09-03,P009,West,60.3,0,922,47
2022-09-03,P010,East,53.55,1,203,64
2022-09-04,P001,East,53.43,0,369,37
2022-09-04,P002,North,51.12,0,112,35
2022-09-04,P003,Central,51.18,0,408,31
2022-09-04,P004,West,56.31,0,331,31
2022-09-04,P005,West,57.02,0,648,40
2022-09-04,P006,East,56.34,0,706,36
2022-09-04,P007,South,55.02,0,798,43
2022-09-04,P008,Central,59.72,0,651,47
2022-09-04,P009,East,60.6,0,656,30
2022-09-04,P010,Central,59.84,0,222,34
2022-09-05,P001,North,53.49,0,143,49
2022-09-05,P002,South,53.95,0,381,38
2022-09-05,P003,North,50.63,0,573,45
2022-09-05,P004,East,54.0,0,170,37
2022-09-05,P005,South,54.33,0,444,43
2022-09-05,P006,Central,53.64,0,669,39
2022-09-05,P007,South,59.54,0,903,46
2022-09-05,P008,East,57.94,0,857,51
2022-09-05,P009,West,59.34,0,495,45
2022-09-05,P010,West,61.62,0,404,45
2022-09-06,P001,East,51.3,0,992,51
2022-09-06,P002,South,54.58,0,250,43
2022-09-06,P003,East,51.38,0,650,45
2022-09-06,P004,West,54.02,0,63,50
2022-09-06,P005,Central,55.81,0,707,46
2022-09-06,P006,West,53.52,0,635,49
2022-09-06,P007,North,59.44,0,672,44
2022-09-06,P008,East,58.86,0,608,44
2022-09-06,P009,North,50.6,1,965,73
2022-09-06,P010,South,57.79,0,479,40
2022-09-07,P001,North,51.7,0,113,40
2022-09-07,P002,West,50.41,0,678,59
2022-09-07,P003,North,53.91,0,971,42
2022-09-07,P004,Central,53.28,0,64,58
2022-09-07,P005,East,55.92,0,112,61
2022-09-07,P006,Central,54.69,0,226,55
2022-09-07,P007,East,51.86,1,755,69
2022-09-07,P008,North,58.35,0,170,51
2022-09-07,P009,West,60.98,0,138,44
2022-09-07,P010,North,58.1,0,138,50
2022-09-08,P001,South,51.65,0,70,44
2022-09-08,P002,South,51.79,0,948,32
2022-09-08,P003,South,53.96,0,973,52
2022-09-08,P004,South,53.35,0,343,37
2022-09-08,P005,South,55.36,0,473,47
2022-09-08,P006,South,54.85,0,764,52
2022-09-08,P007,East,56.94,0,642,40
2022-09-08,P008,Central,58.76,0,901,58
2022-09-08,P009,South,54.88,1,444,83
2022-09-08,P010,East,61.87,0,865,59
2022-09-09,P001,West,52.02,0,565,30
2022-09-09,P002,West,53.42,0,314,37
2022-09-09,P003,South,50.52,0,168,32
2022-09-09,P004,East,54.47,0,431,41
2022-09-09,P005,Central,55.49,0,84,41
2022-09-09,P006,West,53.24,0,481,46
2022-09-09,P007,East,57.84,0,152,46
2022-09-09,P008,South,56.18,0,72,51
2022-09-09,P009,East,58.74,0,639,42
2022-09-09,P010,East,58.52,0,432,36
2022-09-10,P001,Central,51.91,0,357,49
2022-09-10,P002,South,54.08,0,569,41
2022-09-10,P003,North,54.45,0,641,37
2022-09-10,P004,Central,52.92,0,661,40
2022-09-10,P005,Central,57.6,0,819,46
2022-09-10,P006,North,54.93,0,834,48
2022-09-10,P007,South,56.76,0,219,32
2022-09-10,P008,South,56.85,0,132,44
2022-09-10,P009,South,57.25,0,142,42
2022-09-10,P010,Central,59.25,0,538,40
2022-09-11,P001,South,50.85,0,753,35
2022-09-11,P002,East,53.72,0,773,41
2022-09-11,P003,South,50.86,0,181,33
2022-09-11,P004,East,56.15,0,889,53
2022-09-11,P005,East,55.19,0,405,31
2022-09-11,P006,Central,52.34,1,232,63
2022-09-11,P007,South,56.09,0,892,51
2022-09-11,P008,East,58.84,0,191,43
2022-09-11,P009,East,57.3,0,495,49
2022-09-11,P010,South,58.71,0,446,48
2022-09-12,P001,East,48.0,1,481,66
2022-09-12,P002,Central,51.82,0,134,47
2022-09-12,P003,West,50.89,0,933,33
2022-09-12,P004,South,54.4,0,443,50
2022-09-12,P005,East,50.26,1,736,52
2022-09-12,P006,West,57.36,0,168,52
2022-09-12,P007,Central,59.33,0,564,40
2022-09-12,P008,West,60.74,0,164,52
2022-09-12,P009,South,59.19,0,442,49
2022-09-12,P010,North,62.61,0,654,46
2022-09-13,P001,West,52.6,0,795,49
2022-09-13,P002,East,50.03,0,551,40
2022-09-13,P003,East,55.06,0,752,41
2022-09-13,P004,West,51.43,0,323,52
2022-09-13,P005,South,54.54,0,507,43
2022-09-13,P006,Central,57.3,0,594,58
2022-09-13,P007,East,54.63,0,146,52
2022-09-13,P008,East,56.69,0,519,53
2022-09-13,P009,Central,60.92,0,904,64
2022-09-13,P010,Central,57.46,0,431,46
2022-09-14,P001,North,53.43,0,703,46
2022-09-14,P002,Central,49.81,0,999,43
2022-09-14,P003,West,50.47,0,814,46
2022-09-14,P004,North,53.64,0,169,58
2022-09-14,P005,South,57.72,0,680,34
2022-09-14,P006,South,53.47,0,637,48
2022-09-14,P007,East,59.48,0,331,50
2022-09-14,P008,West,55.37,0,458,38
2022-09-14,P009,South,57.66,0,466,55
2022-09-14,P010,South,59.77,0,859,66
2022-09-15,P001,West,49.6,0,776,41
2022-09-15,P002,West,52.57,0,521,45
2022-09-15,P003,Central,53.5,0,604,32
2022-09-15,P004,North,53.03,0,892,55
2022-09-15,P005,East,56.95,0,560,48
2022-09-15,P006,East,53.38,0,922,57
2022-09-15,P007,Central,57.75,0,624,50
2022-09-15,P008,Central,56.79,0,372,48
2022-09-15,P009,East,56.22,0,689,40
2022-09-15,P010,Central,62.97,0,73,45
2022-09-16,P001,West,50.95,0,290,34
2022-09-16,P002,East,53.82,0,149,45
2022-09-16,P003,East,55.61,0,634,37
2022-09-16,P004,East,53.2,0,272,53
2022-09-16,P005,East,53.78,0,838,40
2022-09-16,P006,West,56.18,0,280,45
2022-09-16,P007,East,56.79,0,895,47
2022-09-16,P008,South,55.12,0,899,42
2022-09-16,P009,West,59.92,0,749,51
2022-09-16,P010,East,59.46,0,701,42
2022-09-17,P001,North,49.16,0,684,34
2022-09-17,P002,Central,54.32,0,382,37
2022-09-17,P003,Central,53.37,0,533,32
2022-09-17,P004,North,56.07,0,719,25
2022-09-17,P005,East,57.0,0,920,45
2022-09-17,P006,South,58.45,0,993,37
2022-09-17,P007,South,55.82,0,965,49
2022-09-17,P008,East,58.6,0,297,43
2022-09-17,P009,South,59.0,0,163,46
2022-09-17,P010,South,61.33,0,121,31
2022-09-18,P001,North,51.93,0,466,50
2022-09-18,P002,East,51.57,0,316,24
2022-09-18,P003,Central,54.47,0,712,48
2022-09-18,P004,East,55.22,0,349,39
2022-09-18,P005,East,56.24,0,90,34
2022-09-18,P006,Central,55.66,0,856,49
2022-09-18,P007,North,58.98,0,826,47
2022-09-18,P008,North,57.23,0,722,33
2022-09-18,P009,West,57.48,0,544,44
2022-09-18,P010,North,61.25,0,820,47
2022-09-19,P001,South,50.2,0,755,30
2022-09-19,P002,West,52.49,0,829,45
2022-09-19,P003,South,51.88,0,276,48
2022-09-19,P004,West,55.17,0,631,37
2022-09-19,P005,West,54.67,0,351,51
2022-09-19,P006,South,54.84,0,443,55
2022-09-19,P007,West,54.31,0,266,42
2022-09-19,P008,North,59.28,0,813,44
2022-09-19,P009,Central,59.7,0,224,57
2022-09-19,P010,Central,58.89,0,433,46
2022-09-20,P001,East,50.92,0,223,49
2022-09-20,P002,East,49.47,0,116,39
2022-09-20,P003,West,51.44,0,203,43
2022-09-20,P004,North,53.23,0,520,58
2022-09-20,P005,Central,57.23,0,910,47
2022-09-20,P006,Central,57.35,0,422,35
2022-09-20,P007,North,54.71,0,387,43
2022-09-20,P008,Central,58.22,0,131,49
2022-09-20,P009,North,59.14,0,300,50
2022-09-20,P010,South,61.3,0,231,64
2022-09-21,P001,North,49.81,0,334,48
2022-09-21,P002,North,50.09,0,360,48
2022-09-21,P003,North,51.64,0,829,39
2022-09-21,P004,Central,51.58,0,858,43
2022-09-21,P005,North,52.89,0,135,45
2022-09-21,P006,Central,55.93,0,632,49
2022-09-21,P007,North,59.06,0,164,48
2022-09-21,P008,South,58.78,0,823,42
2022-09-21,P009,East,57.54,0,466,44
2022-09-21,P010,South,59.9,0,340,47
2022-09-22,P001,West,51.16,0,399,41
2022-09-22,P002,West,49.98,0,824,51
2022-09-22,P003,South,52.04,0,571,40
2022-09-22,P004,North,54.93,0,146,45
2022-09-22,P005,East,56.03,0,892,50
2022-09-22,P006,South,56.01,0,377,58
2022-09-22,P007,Central,58.05,0,999,40
2022-09-22,P008,South,56.21,0,455,42
2022-09-22,P009,South,59.65,0,210,45
2022-09-22,P010,East,61.73,0,848,58
2022-09-23,P001,West,49.79,0,926,41
2022-09-23,P002,West,51.24,0,813,34
2022-09-23,P003,West,52.6,0,452,40
2022-09-23,P004,East,53.51,0,711,40
2022-09-23,P005,South,56.47,0,69,43
2022-09-23,P006,West,55.29,0,379,39
2022-09-23,P007,East,56.01,0,623,42
2022-09-23,P008,Central,60.07,0,159,32
2022-09-23,P009,North,57.97,0,541,53
2022-09-23,P010,North,59.34,0,980,42
2022-09-24,P001,East,53.48,0,650,35
2022-09-24,P002,West,51.32,0,995,39
2022-09-24,P003,West,51.06,0,817,52
2022-09-24,P004,East,56.02,0,653,46
2022-09-24,P005,West,55.34,0,498,40
2022-09-24,P006,West,57.78,0,756,48
2022-09-24,P007,North,58.54,0,941,43
2022-09-24,P008,West,57.2,0,841,32
2022-09-24,P009,East,57.32,0,378,35
2022-09-24,P010,West,62.83,0,315,44
2022-09-25,P001,West,53.21,0,193,41
2022-09-25,P002,East,53.55,0,901,42
2022-09-25,P003,Central,55.6,0,432,45
2022-09-25,P004,North,56.01,0,384,40
2022-09-25,P005,Central,55.41,0,699,42
2022-09-25,P006,North,57.57,0,594,42
2022-09-25,P007,South,58.97,0,139,35
2022-09-25,P008,South,59.55,0,491,39
2022-09-25,P009,West,61.3,0,806,46
2022-09-25,P010,South,59.04,0,590,49
2022-09-26,P001,East,50.5,0,350,52
2022-09-26,P002,North,45.97,1,204,63
2022-09-26,P003,West,53.45,0,836,39
2022-09-26,P004,South,54.4,0,413,49
2022-09-26,P005,Central,56.5,0,261,42
2022-09-26,P006,Central,57.93,0,848,47
2022-09-26,P007,South,59.59,0,385,56
2022-09-26,P008,South,56.05,0,327,34
2022-09-26,P009,South,57.33,0,413,61
2022-09-26,P010,East,62.69,0,76,50
2022-09-27,P001,East,52.81,0,263,38
2022-09-27,P002,East,53.41,0,654,49
2022-09-27,P003,North,51.28,0,985,38
2022-09-27,P004,South,51.95,0,550,42
2022-09-27,P005,Central,57.72,0,475,54
2022-09-27,P006,Central,54.63,0,164,67
2022-09-27,P007,East,50.68,1,480,56
2022-09-27,P008,West,56.9,0,116,58
2022-09-27,P009,East,59.9,0,284,54
2022-09-27,P010,East,57.1,0,331,51
2022-09-28,P001,West,47.49,1,231,62
2022-09-28,P002,South,51.84,0,89,44
2022-09-28,P003,North,51.46,0,807,42
2022-09-28,P004,East,53.56,0,228,41
2022-09-28,P005,Central,56.33,0,879,44
2022-09-28,P006,North,53.37,0,258,43
2022-09-28,P007,West,56.28,0,911,49
2022-09-28,P008,North,60.26,0,85,57
2022-09-28,P009,South,56.32,0,436,52
2022-09-28,P010,South,57.09,0,968,40
2022-09-29,P001,South,53.49,0,165,49
2022-09-29,P002,East,52.19,0,187,41
2022-09-29,P003,Central,50.35,0,537,30
2022-09-29,P004,South,54.22,0,678,47
2022-09-29,P005,North,56.37,0,922,42
2022-09-29,P006,Central,58.48,0,280,45
2022-09-29,P007,North,58.24,0,339,50
2022-09-29,P008,South,59.33,0,358,46
2022-09-29,P009,West,58.78,0,654,39
2022-09-29,P010,West,57.79,0,482,48
2022-09-30,P001,West,51.4,0,921,51
2022-09-30,P002,East,53.53,0,236,42
2022-09-30,P003,North,50.53,0,863,41
2022-09-30,P004,North,53.91,0,402,47
2022-09-30,P005,South,56.74,0,641,25
2022-09-30,P006,East,56.26,0,170,54
2022-09-30,P007,West,57.08,0,395,36
2022-09-30,P008,West,60.16,0,840,56
2022-09-30,P009,Central,56.62,0,926,40
2022-09-30,P010,North,59.56,0,76,52
2022-10-01,P001,Central,49.61,0,518,38
2022-10-01,P002,West,51.21,0,513,35
2022-10-01,P003,East,55.33,0,937,41
2022-10-01,P004,Central,55.84,0,277,38
2022-10-01,P005,North,56.35,0,588,36
2022-10-01,P006,Central,57.68,0,421,38
2022-10-01,P007,Central,59.55,0,593,42
2022-10-01,P008,South,60.08,0,281,45
2022-10-01,P009,South,61.69,0,484,45
2022-10-01,P010,East,62.41,0,481,39
2022-10-02,P001,East,49.14,0,357,41
2022-10-02,P002,Central,50.49,0,801,38
2022-10-02,P003,Central,50.7,0,823,36
2022-10-02,P004,South,55.66,0,298,41
2022-10-02,P005,East,55.8,0,450,36
2022-10-02,P006,West,58.59,0,332,38
2022-10-02,P007,South,54.85,0,807,33
2022-10-02,P008,South,59.0,0,828,37
2022-10-02,P009,West,51.07,1,368,48
2022-10-02,P010,Central,60.96,0,355,42
2022-10-03,P001,North,51.56,0,207,56
2022-10-03,P002,West,54.34,0,91,49
2022-10-03,P003,East,51.7,0,691,34
2022-10-03,P004,East,52.51,0,155,45
2022-10-03,P005,North,55.57,0,663,47
2022-10-03,P006,East,58.59,0,481,41
2022-10-03,P007,North,59.08,0,336,51
2022-10-03,P008,West,57.01,0,732,36
2022-10-03,P009,West,56.54,0,153,45
2022-10-03,P010,Central,60.55,0,731,39
2022-10-04,P001,West,52.43,0,775,35
2022-10-04,P002,Central,52.1,0,997,45
2022-10-04,P003,East,45.83,1,908,75
2022-10-04,P004,Central,56.52,0,294,29
2022-10-04,P005,West,56.15,0,668,41
2022-10-04,P006,North,57.61,0,922,51
2022-10-04,P007,East,57.13,0,458,53
2022-10-04,P008,East,55.25,0,630,40
2022-10-04,P009,South,55.47,1,151,73
2022-10-04,P010,North,62.1,0,309,59
2022-10-05,P001,West,50.2,0,304,42
2022-10-05,P002,West,54.55,0,319,57
2022-10-05,P003,South,54.44,0,610,39
2022-10-05,P004,West,52.23,0,561,38
2022-10-05,P005,North,55.64,0,807,54
2022-10-05,P006,West,53.77,0,789,31
2022-10-05,P007,North,55.93,0,559,41
2022-10-05,P008,South,59.2,0,409,41
2022-10-05,P009,West,61.34,0,822,54
2022-10-05,P010,North,60.49,0,980,56
2022-10-06,P001,Central,51.31,0,824,38
2022-10-06,P002,Central,50.43,0,142,41
2022-10-06,P003,Central,53.86,0,922,43
2022-10-06,P004,Central,52.02,0,444,55
2022-10-06,P005,North,56.3,0,947,50
2022-10-06,P006,Central,55.01,0,280,42
2022-10-06,P007,East,55.55,0,208,44
2022-10-06,P008,East,59.13,0,274,43
2022-10-06,P009,South,58.65,0,881,49
2022-10-06,P010,South,62.15,0,544,51
2022-10-07,P001,East,51.26,0,631,40
2022-10-07,P002,Central,52.66,0,959,43
2022-10-07,P003,East,54.1,0,422,42
2022-10-07,P004,West,56.3,0,290,36
2022-10-07,P005,West,52.67,0,759,50
2022-10-07,P006,South,56.44,0,148,52
2022-10-07,P007,Central,57.2,0,157,46
2022-10-07,P008,West,58.84,0,617,35
2022-10-07,P009,South,59.44,0,104,38
2022-10-07,P010,Central,62.72,0,225,47
2022-10-08,P001,North,51.3,0,108,41
2022-10-08,P002,South,51.24,0,786,33
2022-10-08,P003,West,55.37,0,795,45
2022-10-08,P004,East,56.39,0,455,40
2022-10-08,P005,South,53.95,0,763,37
2022-10-08,P006,Central,56.04,0,466,35
2022-10-08,P007,South,59.74,0,650,40
2022-10-08,P008,Central,59.48,0,651,42
2022-10-08,P009,North,56.47,0,115,32
2022-10-08,P010,South,60.61,0,827,41
2022-10-09,P001,South,48.6,0,556,37
2022-10-09,P002,North,52.38,0,751,33
2022-10-09,P003,East,52.37,0,535,42
2022-10-09,P004,North,52.26,0,490,44
2022-10-09,P005,West,53.27,0,461,42
2022-10-09,P006,North,57.41,0,586,46
2022-10-09,P007,West,51.84,1,620,71
2022-10-09,P008,South,54.73,1,62,67
2022-10-09,P009,North,57.86,0,869,50
2022-10-09,P010,North,58.13,0,685,39
2022-10-10,P001,East,49.56,0,403,48
2022-10-10,P002,South,52.38,0,962,47
2022-10-10,P003,East,55.01,0,231,30
2022-10-10,P004,East,46.36,1,600,64
2022-10-10,P005,North,53.96,0,348,51
2022-10-10,P006,Central,58.24,0,559,51
2022-10-10,P007,South,59.83,0,992,41
2022-10-10,P008,Central,59.65,0,169,53
2022-10-10,P009,Central,57.5,0,194,48
2022-10-10,P010,South,57.25,0,110,61
2022-10-11,P001,East,53.09,0,774,44
2022-10-11,P002,Central,52.8,0,983,35
2022-10-11,P003,Central,54.07,0,584,39
2022-10-11,P004,South,52.03,0,831,52
2022-10-11,P005,South,55.69,0,463,44
2022-10-11,P006,North,55.0,0,545,49
2022-10-11,P007,Central,56.99,0,855,51
2022-10-11,P008,North,55.34,0,141,37
2022-10-11,P009,West,60.46,0,634,40
2022-10-11,P010,North,57.28,0,360,48
2022-10-12,P001,East,53.37,0,103,49
2022-10-12,P002,East,52.12,0,232,36
2022-10-12,P003,Central,54.06,0,982,48
2022-10-12,P004,South,55.15,0,124,55
2022-10-12,P005,South,55.39,0,677,64
2022-10-12,P006,South,53.85,0,347,51
2022-10-12,P007,North,57.91,0,987,60
2022-10-12,P008,East,57.26,0,907,31
2022-10-12,P009,East,51.2,1,302,71
2022-10-12,P010,East,61.26,0,973,48
2022-10-13,P001,West,52.93,0,804,48
2022-10-13,P002,North,51.55,0,334,40
2022-10-13,P003,South,52.94,0,664,54
2022-10-13,P004,North,53.73,0,728,46
2022-10-13,P005,South,52.88,0,212,52
2022-10-13,P006,South,54.14,0,807,42
2022-10-13,P007,West,58.23,0,761,40
2022-10-13,P008,West,56.62,0,829,54
2022-10-13,P009,North,61.28,0,256,58
2022-10-13,P010,East,60.11,0,86,47
2022-10-14,P001,East,49.02,0,88,41
2022-10-14,P002,North,52.6,0,498,36
2022-10-14,P003,South,54.43,0,728,50
2022-10-14,P004,South,55.21,0,94,37
2022-10-14,P005,Central,47.78,1,930,84
2022-10-14,P006,West,58.25,0,107,38
2022-10-14,P007,East,59.55,0,567,47
2022-10-14,P008,South,59.28,0,75,46
2022-10-14,P009,East,57.5,0,591,44
2022-10-14,P010,Central,57.34,0,751,50
2022-10-15,P001,North,51.17,0,683,35
2022-10-15,P002,West,50.15,0,156,28
2022-10-15,P003,South,45.33,1,109,63
2022-10-15,P004,North,55.42,0,86,29
2022-10-15,P005,Central,52.36,0,893,51
2022-10-15,P006,East,56.65,0,510,33
2022-10-15,P007,South,57.64,0,403,50
2022-10-15,P008,East,55.99,0,599,41
2022-10-15,P009,West,57.74,0,798,50
2022-10-15,P010,West,59.21,0,71,58
2022-10-16,P001,East,49.18,0,520,28
2022-10-16,P002,South,50.05,0,691,45
2022-10-16,P003,West,52.5,0,954,31
2022-10-16,P004,East,53.8,0,395,45
2022-10-16,P005,West,52.98,0,592,42
2022-10-16,P006,South,58.51,0,796,45
2022-10-16,P007,Central,56.79,0,933,42
2022-10-16,P008,West,55.92,0,161,36
2022-10-16,P009,Central,57.82,0,902,56
2022-10-16,P010,East,58.3,0,614,40
2022-10-17,P001,South,53.23,0,492,44
2022-10-17,P002,South,52.87,0,329,48
2022-10-17,P003,Central,53.75,0,638,43
2022-10-17,P004,East,52.63,0,806,39
2022-10-17,P005,South,54.93,0,675,52
2022-10-17,P006,North,57.61,0,137,41
2022-10-17,P007,North,53.16,1,104,66
2022-10-17,P008,West,55.97,0,268,49
2022-10-17,P009,West,58.19,0,981,41
2022-10-17,P010,East,61.22,0,346,62
2022-10-18,P001,West,51.32,0,972,47
2022-10-18,P002,North,52.62,0,212,42
2022-10-18,P003,Central,52.84,0,337,40
2022-10-18,P004,North,52.09,0,505,32
2022-10-18,P005,North,53.0,0,440,39
2022-10-18,P006,North,58.73,0,421,50
2022-10-18,P007,East,55.19,0,965,58
2022-10-18,P008,Central,57.07,0,137,51
2022-10-18,P009,West,56.85,0,357,43
2022-10-18,P010,North,61.75,0,734,36
2022-10-19,P001,South,50.09,0,778,48
2022-10-19,P002,West,53.56,0,66,34
2022-10-19,P003,Central,52.56,0,223,43
2022-10-19,P004,Central,54.11,0,987,52
2022-10-19,P005,North,57.23,0,103,42
2022-10-19,P006,West,55.62,0,91,40
2022-10-19,P007,West,58.48,0,519,46
2022-10-19,P008,North,60.77,0,689,45
2022-10-19,P009,North,56.16,0,439,55
2022-10-19,P010,East,54.93,1,763,92
2022-10-20,P001,East,52.55,0,924,49
2022-10-20,P002,West,51.2,0,317,43
2022-10-20,P003,Central,51.84,0,135,57
2022-10-20,P004,North,56.23,0,932,37
2022-10-20,P005,Central,52.38,0,181,47
2022-10-20,P006,North,53.56,0,635,44
2022-10-20,P007,South,59.07,0,59,46
2022-10-20,P008,West,58.68,0,209,37
2022-10-20,P009,Central,61.19,0,521,45
2022-10-20,P010,North,57.34,0,192,45
2022-10-21,P001,South,53.18,0,240,51
2022-10-21,P002,North,52.97,0,265,48
2022-10-21,P003,North,52.4,0,690,34
2022-10-21,P004,South,53.97,0,773,40
2022-10-21,P005,South,56.27,0,656,44
2022-10-21,P006,South,53.65,0,252,41
2022-10-21,P007,West,57.24,0,243,41
2022-10-21,P008,North,60.02,0,824,35
2022-10-21,P009,South,59.8,0,656,43
2022-10-21,P010,West,58.51,0,403,53
2022-10-22,P001,South,51.79,0,749,37
2022-10-22,P002,North,51.97,0,974,47
2022-10-22,P003,North,54.68,0,131,33
2022-10-22,P004,East,49.79,1,140,42
2022-10-22,P005,West,57.29,0,420,37
2022-10-22,P006,North,57.27,0,376,33
2022-10-22,P007,East,58.77,0,429,31
2022-10-22,P008,West,59.42,0,283,42
2022-10-22,P009,Central,60.13,0,469,36
2022-10-22,P010,East,62.39,0,513,45
2022-10-23,P001,South,52.28,0,479,49
2022-10-23,P002,West,53.93,0,202,35
2022-10-23,P003,East,52.65,0,887,37
2022-10-23,P004,Central,52.47,0,66,37
2022-10-23,P005,East,53.74,0,252,47
2022-10-23,P006,West,57.98,0,334,42
2022-10-23,P007,South,57.61,0,561,28
2022-10-23,P008,South,58.96,0,411,50
2022-10-23,P009,North,57.96,0,538,41
2022-10-23,P010,Central,61.82,0,476,42
2022-10-24,P001,East,45.02,1,212,58
2022-10-24,P002,Central,50.03,0,182,47
2022-10-24,P003,Central,54.19,0,876,41
2022-10-24,P004,Central,51.64,0,507,40
2022-10-24,P005,West,53.4,0,384,39
2022-10-24,P006,West,58.25,0,537,31
2022-10-24,P007,West,57.44,0,389,41
2022-10-24,P008,West,58.42,0,983,32
2022-10-24,P009,South,59.65,0,882,51
2022-10-24,P010,East,58.88,0,951,41
2022-10-25,P001,North,49.21,0,379,51
2022-10-25,P002,Central,54.33,0,795,49
2022-10-25,P003,West,52.41,0,247,48
2022-10-25,P004,South,55.5,0,535,42
2022-10-25,P005,South,52.27,0,414,52
2022-10-25,P006,South,58.56,0,546,41
2022-10-25,P007,West,57.21,0,893,52
2022-10-25,P008,Central,56.81,0,112,46
2022-10-25,P009,South,59.02,0,304,54
2022-10-25,P010,North,58.23,0,353,44
2022-10-26,P001,North,46.56,1,481,78
2022-10-26,P002,South,51.39,0,210,50
2022-10-26,P003,Central,52.01,0,330,43
2022-10-26,P004,Central,52.18,0,181,49
2022-10-26,P005,West,52.93,0,938,45
2022-10-26,P006,South,57.23,0,613,57
2022-10-26,P007,North,57.83,0,455,55
2022-10-26,P008,North,56.98,0,824,61
2022-10-26,P009,Central,53.16,1,790,78
2022-10-26,P010,North,57.84,0,154,49
2022-10-27,P001,Central,52.09,0,144,44
2022-10-27,P002,West,51.19,0,121,26
2022-10-27,P003,East,50.68,0,476,41
2022-10-27,P004,South,51.78,0,262,40
2022-10-27,P005,East,56.45,0,939,46
2022-10-27,P006,Central,51.12,1,764,79
2022-10-27,P007,South,54.39,0,826,49
2022-10-27,P008,South,56.97,0,824,53
2022-10-27,P009,East,54.51,1,554,93
2022-10-27,P010,East,57.24,0,653,53
2022-10-28,P001,North,51.42,0,57,38
2022-10-28,P002,West,53.71,0,456,42
2022-10-28,P003,South,50.39,0,692,41
2022-10-28,P004,Central,53.4,0,904,37
2022-10-28,P005,South,53.66,0,250,40
2022-10-28,P006,North,55.73,0,506,48
2022-10-28,P007,Central,57.98,0,838,41
2022-10-28,P008,North,55.72,0,945,48
2022-10-28,P009,South,59.41,0,815,43
2022-10-28,P010,South,61.91,0,419,57
2022-10-29,P001,East,51.64,0,630,46
2022-10-29,P002,South,51.01,0,271,31
2022-10-29,P003,South,51.44,0,787,35
2022-10-29,P004,East,52.19,0,553,43
2022-10-29,P005,East,53.82,0,733,43
2022-10-29,P006,Central,53.2,0,81,37
2022-10-29,P007,Central,54.21,0,330,47
2022-10-29,P008,East,60.68,0,149,40
2022-10-29,P009,North,59.86,0,483,43
2022-10-29,P010,West,57.13,0,838,38
2022-10-30,P001,North,49.99,0,319,25
2022-10-30,P002,South,52.71,0,748,43
2022-10-30,P003,North,55.29,0,228,42
2022-10-30,P004,South,56.09,0,761,41
2022-10-30,P005,Central,52.37,0,626,31
2022-10-30,P006,South,55.43,0,436,43
2022-10-30,P007,North,50.95,1,526,42
2022-10-30,P008,Central,58.91,0,838,53
2022-10-30,P009,West,60.29,0,257,45
2022-10-30,P010,West,58.13,0,756,44
2022-10-31,P001,East,53.53,0,95,50
2022-10-31,P002,East,53.06,0,860,34
2022-10-31,P003,South,54.29,0,343,37
2022-10-31,P004,East,54.24,0,432,51
2022-10-31,P005,West,55.22,0,378,44
2022-10-31,P006,South,55.28,0,405,39
2022-10-31,P007,West,57.98,0,960,38
2022-10-31,P008,West,55.6,0,309,48
2022-10-31,P009,South,58.17,0,527,40
2022-10-31,P010,South,59.06,0,990,52
